Date,Electricity_Coal,Electricity_Natural_Gas,Electricity_Nuclear,Electricity_Other_Gas,Electricity_Petroleum,Energy_Wood,Electricity_Hydroelectric,Electricity_Geothermal,Electricity_Solar,Electricity_Waste,Electricity_Wind,Renewable,Non_Renewable
1973-01-01,75190.149,21184.967,6246.251,0,31183.619,5.157,26249.203,143.49,0,15.152,0,26407.845,133810.143
1973-02-01,67797.946,20252.525,5928.069,0,26086.952,15.138,23313.025,131.171,0,13.874,0,23458.07,120080.63
1973-03-01,67387.612,24043.248,6649.007,0,24033.245,17.94,25874.466,135.938,0,16.913,0,26027.317,122131.052
1973-04-01,63935.049,25030.266,5876.392,0,20195.424,6.323,24370.51,158.705,0,16.771,0,24545.986,115043.454
1973-05-01,64927.181,29755.984,5696.657,0,21741.975,4.589,25100.563,147.965,0,20.209,0,25268.737,122126.386
1973-06-01,69592.039,34627.356,6784.152,0,25999.512,3.707,24050.316,169.654,0,16.938,0,24236.908,137006.766
1973-07-01,75988.308,39171.261,6960.486,0,28728.259,3.821,22684.569,179.895,0,16.409,0,22880.873,150852.135
1973-08-01,78365.191,38890.546,7785.326,0,30745.665,15.159,21376.181,169.592,0,17.704,0,21563.477,155801.887
1973-09-01,71304.493,33118.166,7862.383,0,27109.009,19.924,17300.278,143.622,0,17.158,0,17461.058,139413.975
1973-10-01,70104.344,30688.93,7518.195,0,27224.244,18.564,18454.449,169.452,0,19.288,0,18643.189,135554.277
1973-11-01,69706.997,23717.377,8142.033,0,26124.562,9.174,20241.133,181.805,0,14.526,0,20437.464,127700.143
1973-12-01,73352.161,20377.565,8030.511,0,25170.459,10.907,26415.88,234.424,0,12.949,0,26663.253,126941.603
1974-01-01,73631.774,20728.02,7602.79,0,26198.955,10.676,29161.659,206.282,0,14.536,0,29382.477,128172.215
1974-02-01,66116.767,18941.924,8115.522,0,22564.916,3.687,26809.987,182.051,0,13.603,0,27005.641,115742.816
1974-03-01,67746.788,23628.456,8777.497,0,22136.383,3.404,27828.186,207.322,0,14.17,0,28049.678,122292.528
1974-04-01,62866.281,24029.361,7128.892,0,19940.913,10.355,28126.967,195.253,0,13.612,0,28335.832,113975.802
1974-05-01,67789.4,28325.25,6562.335,0,22682.163,11.103,28234.858,195.399,0,12.366,0,28442.623,125370.251
1974-06-01,67470.507,31727.856,7079.595,0,23064.936,9.564,26881.343,189.133,0,17.154,0,27087.63,129352.458
1974-07-01,76361.27,37214.571,10209.908,0,27725.762,0.466,26505.617,209.804,0,19.907,0,26735.328,151511.977
1974-08-01,74759.54,35350.593,12333.452,0,27201.402,2.967,24245.839,207.135,0,18.074,0,24471.048,149647.954
1974-09-01,65266.997,29348.424,11009.752,0,25047.795,11.63,21573.878,191.428,0,17.539,0,21782.845,130684.598
1974-10-01,66953.772,28263.526,10863.505,0,25701.39,1.738,20202.545,194.383,0,14.972,0,20411.9,131783.931
1974-11-01,66996.029,22735.948,11004.327,0,27758.192,1.86,21328.54,231.149,0,14.81,0,21574.499,128496.356
1974-12-01,72473.794,19771.16,13288.168,0,30907.732,1.072,23312.388,243.295,0,11.411,0,23567.094,136441.926
1975-01-01,74836.043,19689.283,13938.354,0,30632.234,0.738,25309.513,203.434,0,13.481,0,25526.428,139096.652
1975-02-01,67285.094,18049.671,12733.338,0,24923.842,1.018,24151.196,193.978,0,10.864,0,24356.038,122992.963
1975-03-01,69176.492,20098.711,14881.784,0,23122.664,0.588,28249.231,218.817,0,11.925,0,28479.973,127280.239
1975-04-01,64453.298,20323.206,13327.245,0,21257.994,0.195,26902.482,219.194,0,11.265,0,27132.941,119361.938
1975-05-01,64741.073,25707.482,13763.765,0,21050.282,0.897,28013.097,237.853,0,16.63,0,28267.58,125263.499
1975-06-01,70346.207,28830.399,12743.82,0,23062.398,2.721,27417.825,295.063,0,18.527,0,27731.415,134985.545
1975-07-01,76294.723,34181.9,15372.216,0,25132.477,0.366,25762.144,297.005,0,15.674,0,26074.823,150981.682
1975-08-01,78882.011,34041.236,15879.687,0,27957.786,1.506,22828.868,322.05,0,17.748,0,23168.666,156762.226
1975-09-01,68558.859,30020.384,14396.011,0,21426.066,3.089,20737.409,283.868,0,15.14,0,21036.417,134404.409
1975-10-01,69042.72,26300.474,14626.168,0,21994.709,2.9,22877.953,327.31,0,15.509,0,23220.772,131966.971
1975-11-01,70424.195,21829.846,14164.018,0,21614.561,1.844,24669.065,318.052,0,13.517,0,25000.634,128034.464
1975-12-01,78745.507,20705.816,16678.669,0,26919.888,1.689,26233.89,329.548,0,13.289,0,26576.727,143051.569
1976-01-01,83690.963,19894.883,16098.884,0,32230.754,2.121,26349.467,328.068,0,13.472,0,26691.007,151917.605
1976-02-01,73516.196,19163.451,14377.127,0,24782.98,1.858,24802.606,308.483,0,13.099,0,25124.188,131841.612
1976-03-01,76553.69,21282.392,13992.977,0,25436.579,2.54,26855.021,330.3,0,13.176,0,27198.497,137268.178
1976-04-01,72559.403,21867.164,10981.808,0,23310.448,2.203,24436.734,297.457,0,12.176,0,24746.367,128721.026
1976-05-01,72499.188,25318.846,11929.39,0,21806.959,2.403,25810.439,284.292,0,12.95,0,26107.681,131556.786
1976-06-01,76925.845,29715.292,15757.435,0,25116.695,2.887,25844.753,295.294,0,15.519,0,26155.566,147518.154
1976-07-01,83279.641,32031.884,17708.727,0,27011.425,0.955,26320.866,319.188,0,18.353,0,26658.407,160032.632
1976-08-01,84206.526,31393.084,18362.58,0,28262.962,2.946,24077.807,314.275,0,18.515,0,24410.597,162228.098
1976-09-01,75369.701,28057.948,17290.311,0,23621.906,5.491,20570.354,305.847,0,15.879,0,20892.08,144345.357
1976-10-01,76932.19,23909.086,17355.218,0,24189.65,5.042,21304.322,297.154,0,16.784,0,21618.26,142391.186
1976-11-01,81668.738,21110.511,16134.204,0,30074.971,25.731,20065.329,250.369,0,16.437,0,20332.135,149014.155
1976-12-01,87188.912,20879.37,21114.871,0,34142.807,30.209,20486.54,285.681,0,15.717,0,20787.938,163356.169
1977-01-01,89829.161,19952.66,22152.064,0,43378.623,35.268,20993.663,309.738,0,14.005,0,21317.406,175347.776
1977-02-01,78734.95,19480.517,19600.518,0,29446.474,39.087,15364.523,270.536,0,12.481,0,15647.54,147301.546
1977-03-01,77492.179,22467.119,20672.203,0,28368.708,35.02,20081.349,306.644,0,13.95,0,20401.943,149035.229
1977-04-01,70866.254,21296.921,19866.564,0,25862.144,31.562,18906.23,273.459,0,14.222,0,19193.911,137923.445
1977-05-01,77049.033,24701.328,20599.284,0,27963.903,31.192,18941.591,295.233,0,14.84,0,19251.664,150344.74
1977-06-01,83116.515,29621.145,21517.301,0,28970.658,30.069,17470.321,290.299,0,14.904,0,17775.524,163255.688
1977-07-01,92372.785,32712.543,21824.835,0,34893.219,3.421,17036.785,307.065,0,17.073,0,17360.923,181806.803
1977-08-01,90730.454,33290.504,22749.668,0,32326.169,19.466,16949.001,281.44,0,16.463,0,17246.904,179116.261
1977-09-01,82564.552,30937.59,19629.992,0,26365.748,24.439,16657.479,301.267,0,16.492,0,16975.238,159522.321
1977-10-01,79382.484,27355.603,19041.045,0,23073.922,27.979,17432.504,315.065,0,16.679,0,17764.248,148881.033
1977-11-01,79467.834,22565.612,19458.412,0,24862.747,19.617,20686.579,316.511,0,10.76,0,21013.85,146374.222
1977-12-01,83612.396,21123.315,23771.398,0,32666.506,10.515,23078.66,315.079,0,11.401,0,23405.14,161184.13
1978-01-01,85005.951,22309.743,25832.949,0,39264.223,23.622,25338.235,321.005,0,11.907,0,25671.147,172436.488
1978-02-01,70569.646,20370.197,21832.5,0,38212.55,22.747,22452.024,275.46,0,10.607,0,22738.091,151007.64
1978-03-01,66623.494,22269.092,22448.665,0,36958.018,25.683,24897.659,227.657,0,10.618,0,25135.934,148324.952
1978-04-01,70327.333,21339.11,17579.902,0,24978.413,5.501,25580.617,191.95,0,10.156,0,25782.723,134230.259
1978-05-01,76431.711,25076.268,20416.17,0,24368.349,4.506,29069.355,171.002,0,11.268,0,29251.625,146297.004
1978-06-01,84033.019,30618.31,22185.187,0,26129.595,5.058,25394.161,210.307,0,9.748,0,25614.216,162971.169
1978-07-01,89606.31,34247.75,25007.094,0,29117.394,6.308,24718.41,235.597,0,8.43,0,24962.437,177984.856
1978-08-01,93429.682,32583.162,25599.306,0,32302.004,24.018,22426.121,277.092,0,17.365,0,22720.578,183938.172
1978-09-01,87041.271,28206.109,22188.917,0,26640.067,12.896,21407.275,292.585,0,12.938,0,21712.798,164089.26
1978-10-01,82082.993,25232.611,22996.549,0,25753.492,25.758,19690.414,217.591,0,13.709,0,19921.714,156091.403
1978-11-01,81727.362,22000.457,24900.669,0,27309.782,24.228,20169.267,245.785,0,11.542,0,20426.594,155962.498
1978-12-01,88863.313,21138.026,25415.16,0,34026.554,16.868,22321.687,311.599,0,12.145,0,22645.431,169459.921
1979-01-01,94985.712,22092.806,27792.163,0,39474.311,12.201,25315.97,299.38,0,14.205,0,25629.555,184357.193
1979-02-01,84747.823,21844.013,25910.788,0,32274.117,23.648,21525.673,244.898,0,16.35,0,21786.921,164800.389
1979-03-01,85219.537,24916.06,24334.822,0,22075.574,30.272,26225.876,328.623,0,23.239,0,26577.738,156576.265
1979-04-01,80450.173,24763.199,18417.942,0,20599.379,25.243,25687.338,303.915,0,13.283,0,26004.536,144255.936
1979-05-01,86149.298,26135.375,15024.851,0,21470.44,22.626,29279.822,305.604,0,21.34,0,29606.766,148802.59
1979-06-01,90817.26,30106.952,16065.455,0,24367.27,20.957,25272.522,309.504,0,16.46,0,25598.486,161377.894
1979-07-01,97879.473,34675.501,20824.729,0,25749.925,20.175,23028.538,328.236,0,15.9,0,23372.674,179149.803
1979-08-01,97910.027,34948.735,24204.083,0,26122.976,30.048,21510.17,358.096,0,16.457,0,21884.723,183215.869
1979-09-01,85664.344,31441.588,21803.87,0,22509.343,31.004,19201.628,310.775,0,12.094,0,19524.497,161450.149
1979-10-01,87527.612,30418.982,20934.359,0,20278.861,29.302,20404.071,348.445,0,11.732,0,20764.248,159189.116
1979-11-01,87455.783,24661.307,19255.175,0,23380.251,31.079,22629.801,338.536,0,17.576,0,22985.913,154783.595
1979-12-01,96230.048,23480.589,20586.386,0,25222.763,23.304,22994.567,412.956,0,19.556,0,23427.079,165543.09
1980-01-01,103257.677,26348.819,19745.966,0,24985.981,30.867,25569.718,336.471,0,20.829,0,25927.018,174369.31
1980-02-01,98150.804,24755.111,19277.338,0,24780.801,31.482,21624.05,323.169,0,18.624,0,21965.843,166995.536
1980-03-01,95386.178,26891.062,20038.872,0,20415.059,29.39,24612.658,359.122,0,12.461,0,24984.241,162760.561
1980-04-01,83561.813,24181.362,18793.503,0,16024.88,21.841,26044.704,376.294,0,12.188,0,26433.186,142583.399
1980-05-01,84884.262,26586.804,18384.807,0,16545.279,9.782,29197.647,443.088,0,14.817,0,29655.552,146410.934
1980-06-01,93691.765,31294.973,18322.206,0,18019.504,6.572,27974.97,427.499,0,10.997,0,28413.466,161335.02
1980-07-01,108456.913,39063.083,21023.937,0,23288.774,15.032,24750.32,449.596,0,10.197,0,25210.113,191847.739
1980-08-01,107579.936,37647.074,24332.931,0,24884.835,24.25,20667.363,480.427,0,12.567,0,21160.357,194469.026
1980-09-01,97556.952,33579.978,23572.294,0,17815.305,23.997,18704.361,433.806,0,11.046,0,19149.213,172548.526
1980-10-01,91196.02,28591.879,24509.631,0,15858.229,29.809,18071.812,492.623,0,11.031,0,18575.466,160185.568
1980-11-01,93500.667,24338.395,20983.909,0,19989.308,27.882,19438.646,481.542,0,11.012,0,19931.2,158840.161
1980-12-01,104339.38,22961.361,22130.182,0,23386.234,24.462,22525.84,469.442,0,12.026,0,23007.308,172841.619
1981-01-01,111764.813,22080.996,23778.769,0,25963.088,24.316,22630.121,505.539,0,10.563,0,23146.223,183611.982
1981-02-01,97653.289,21339.106,21595.261,0,17443.999,27.208,21345.388,446.85,0,8.81,0,21801.048,158058.863
1981-03-01,99482.128,25996.919,22004.399,0,16956.746,29.436,20852.96,501.033,0,10.261,0,21364.254,164469.628
1981-04-01,88109.349,27460.284,20646.019,0,15106.252,27.823,21019.475,462.686,0,9.454,0,21491.615,151349.727
1981-05-01,88940.698,30070.319,19723.09,0,14507.881,14.228,24414.025,458.335,0,9.978,0,24882.338,153256.216
1981-06-01,99837.068,35885.106,21165.626,0,18971.565,6.86,26688.579,457.46,0,8.486,0,27154.525,175866.225
1981-07-01,112853.683,38712.255,23079.647,0,20071.683,9.957,25414.375,502.803,0,10.344,0,25927.522,194727.225
1981-08-01,108402.855,36917.716,26946.387,0,16001.049,10.736,21851.021,496.632,0,13.02,0,22360.673,188278.743
1981-09-01,97663.878,30850.324,24398.455,0,15565.877,23.321,18034.677,499.717,0,15.24,0,18549.634,168501.855
1981-10-01,97046.239,28916.564,20555.822,0,16213.139,25.808,18294.401,492.996,0,12.621,0,18800.018,162757.572
1981-11-01,94841.001,24670.378,22783.424,0,13847.211,25.044,19184.975,430.344,0,9.378,0,19624.697,156167.058
1981-12-01,106608.232,22877.206,25996.603,0,15772.285,20.464,24114.668,431.768,0,4.474,0,24550.91,171274.79
1982-01-01,113123.631,22620.535,25677.834,0,20673.949,18.831,27187.167,380.21,0,12.217,0,27579.594,182114.78
1982-02-01,96905.528,20919.528,20187.619,0,15216.865,19.505,26936.434,349.706,0,10.388,0,27296.528,153249.045
1982-03-01,97625.094,23597.611,22755.478,0,13494.516,11.849,30165.194,308.008,0,10.215,0,30483.417,157484.548
1982-04-01,88115.664,23231.222,21784.661,0,11192.216,9.816,28224.687,310.575,0,7.661,0,28542.923,144333.579
1982-05-01,92997.402,24291.498,21638.768,0,9867.698,8.875,28303.672,360.911,0,11.157,0,28675.74,148804.241
1982-06-01,95313.637,27959.064,24026.011,0,10419.113,11.244,28271.627,435.826,0,10.598,0,28718.051,157729.069
1982-07-01,110617.225,33340.356,25467.06,0,13380.25,13.15,27575.369,458.391,0,13.278,0,28047.038,182818.041
1982-08-01,110124.075,34418.117,24986.071,0,11753.038,14.372,24130.424,456.832,0,8.747,0,24596.003,181295.673
1982-09-01,96895.697,27649.118,25390.532,0,10363.144,21.737,20108.998,438.243,0,7.799,0,20555.04,160320.228
1982-10-01,93769.09,25804.497,23247.7,0,9885.352,30.99,19956.331,466.512,0,11.775,0,20434.618,152737.629
1982-11-01,95547.275,21465.602,23235.022,0,9312.965,20.135,23518.327,489.97,0,9.463,0,24017.76,149580.999
1982-12-01,100969.888,19962.6,24376.491,0,11238.383,15.435,27995.783,387.681,0,11.681,0,28395.145,156562.797
1983-01-01,108164.265,19721.254,25073.059,0,12879.838,13.293,29526.18,483.529,0,9.254,0.172,30019.135,165851.709
1983-02-01,92691.602,16658.895,22197.767,0,12585.943,12.152,28196.337,371.94,0,10.536,0.018,28578.831,144146.359
1983-03-01,95598.248,19686.264,23890.193,0,12556.444,14.433,30582.685,428.696,0,11.446,0.313,31023.14,151745.582
1983-04-01,88113.755,19173.85,22334.793,0,10336.746,11.618,30285.458,401.83,0,10.612,0.214,30698.114,139970.762
1983-05-01,91296.386,20444.768,22050.937,0,9050.351,10.56,31526.278,326.45,0,18.831,0.251,31871.81,142853.002
1983-06-01,101512.015,23091.183,24151.858,0,11138.627,13.661,31011.159,429.464,0,19.028,0.212,31459.863,159907.344
1983-07-01,121560.33,29615.086,25602.084,0,14709.748,13.99,28394.927,534.843,0,15.732,0.097,28945.599,191501.238
1983-08-01,129312.743,33147.159,26201.317,0,14730.919,18.181,26063.618,703.792,0,15.72,0.01,26783.14,203410.319
1983-09-01,108867.586,28040.45,25007.372,0,11298.792,19.309,21924.869,642.982,0,15.275,0.378,22583.504,173233.509
1983-10-01,101951.282,23782.891,25796.805,0,9941.041,23.245,20952.741,674.082,0,14.16,0.464,21641.447,161495.264
1983-11-01,103225.255,20169.388,25010.113,0,9229.464,26.657,24899.225,599.874,0,10.282,0.423,25509.804,157660.877
1983-12-01,117130.811,20567.27,26360.821,0,16040.679,38.767,31927.379,477.619,0,11.87,0.117,32416.985,180138.348
1984-01-01,120850.261,20245.336,29313.313,0,15938.933,45.15,30029.114,487.953,-0.069,13.697,0.041,30530.736,186392.993
1984-02-01,104706.39,17826.724,28435.519,0,10052.549,23.417,28146.08,596.024,0.061,23.078,0.199,28765.442,161044.599
1984-03-01,111157.719,19644.833,27344.704,0,10806.168,28.649,30715.484,654.973,0.17,34.591,0.184,31405.402,168982.073
1984-04-01,97541.501,21197.053,24231.118,0,7449.51,14.401,30266.727,646.337,0.323,33.607,0.562,30947.556,150433.583
1984-05-01,100138.89,25303.732,25866.506,0,8421.629,15.569,32146.29,619.995,0.703,36.125,0.758,32803.871,159746.326
1984-06-01,115425.514,28345.033,25299.389,0,11151.74,15.275,29091.841,601.822,0.945,35.155,0.599,29730.362,180236.951
1984-07-01,121094.329,33326.633,28284.305,0,10396.601,36.274,27776.009,574.462,0.253,36.829,0.468,28388.021,193138.142
1984-08-01,127743.902,33291.869,29493.032,0,12835.775,38.495,25372.988,719.249,0.883,35.205,0.266,26128.591,203403.073
1984-09-01,108861.54,27838.782,29145.7,0,7713.431,43.654,21124.151,647.833,0.976,34.823,0.499,21808.282,173603.107
1984-10-01,110800.527,25782.724,24773.645,0,7874.495,53.737,21092.477,711.156,0.683,52.117,0.87,21857.303,169285.128
1984-11-01,109759.28,23727.895,24574.563,0,9232.298,76.675,22480.711,702.248,0.337,47.012,0.847,23231.155,167370.711
1984-12-01,113600.9,20862.981,30871.754,0,7934.784,70.113,26069.492,778.452,-0.016,42.301,1.197,26891.426,173340.532
1985-01-01,129092.471,22050.835,36186.298,0,12077.118,82.597,27835.054,774.003,0.465,48.412,0.635,28658.569,199489.319
1985-02-01,112036.83,19417.44,30812.422,0,9270.117,74.844,26148.617,683.523,-0.085,43.696,1.093,26876.844,171611.653
1985-03-01,111390.703,19848.321,31041.225,0,7120.015,80.633,24920.45,795.867,0.104,52.38,0.69,25769.491,169480.897
1985-04-01,104790.423,22425.012,26458.274,0,6017.18,25.963,24699.772,696.907,1.222,57.977,0.581,25456.459,159716.852
1985-05-01,111514.668,22481.467,28697.365,0,6859.495,31.256,26753.91,724.684,1.471,58.191,0.337,27538.593,169584.251
1985-06-01,115583.004,26739.747,30836.969,0,7576.498,26.683,24157.483,698.184,1.568,61.497,0.337,24919.069,180762.901
1985-07-01,128880.144,32190.85,35184.214,0,8289.434,53.538,21574.316,767.624,1.055,62.516,0.071,22405.582,204598.18
1985-08-01,126549.659,33915.168,34812.142,0,9858.348,71.265,20216.874,802.236,2.007,58.384,0.363,21079.864,205206.582
1985-09-01,114630.253,26272.697,34507.709,0,7434.642,77.939,18980.41,762.515,1.369,44.056,0.832,19789.182,182923.24
1985-10-01,111053.345,24119.576,31205.154,0,7514.42,72.286,20253.598,729.992,0.947,45.375,0.524,21030.436,173964.781
1985-11-01,108814.643,22453.425,30166.489,0,7008.016,73.695,23175.559,901.352,0.276,55.303,0.194,24132.684,168516.268
1985-12-01,127791.979,20031.428,33782.468,0,11176.988,72.595,25594.494,988.343,0.231,51.791,0.105,26634.964,192855.458
1986-01-01,130189.924,17472.41,36218.874,0,11088.338,64.133,21668.778,1007.682,0.638,50.205,0.155,22727.458,195033.679
1986-02-01,110982.428,14924.854,32721.017,0,9529.298,36.611,23468.502,865.407,0.592,53.139,0.169,24387.809,168194.208
1986-03-01,110389.796,16149.202,30773.127,0,10072.925,20.004,28745.94,900.114,1.014,61.743,0.69,29709.501,167405.054
1986-04-01,98995.106,18961.06,30476.66,0,9226.796,19.908,27820.143,811.665,1.377,57.126,0.613,28690.924,157679.53
1986-05-01,104900.302,21947.302,31924.086,0,10435.353,24.295,27537.396,820.177,1.828,56.019,0.74,28416.16,169231.338
1986-06-01,120153.987,24767.149,31333.867,0,11563.482,26.723,26542.197,889.86,1.409,54.981,0.502,27488.949,187845.208
1986-07-01,136653.936,28711.652,35893.532,0,16296.267,40.96,24353.454,944.107,1.669,57.454,0.522,25357.206,217596.347
1986-08-01,123617.62,26352.173,37483.147,0,15465.909,56.503,21425.424,941.909,1.629,57.707,0.46,22427.129,202975.352
1986-09-01,113957.353,23456.719,36592.616,0,10676.506,51.188,21326.72,789.335,1.438,53.156,0.069,22170.718,184734.382
1986-10-01,108583.774,20876.382,36213.556,0,9872.701,38.668,21541.058,775.916,1.289,56.205,0.227,22374.695,175585.081
1986-11-01,109045.451,18044.042,34944.105,0,10463.699,46.194,23374.963,671.542,0.895,62.783,0.012,24110.195,172543.491
1986-12-01,118361.775,16845.488,39463.476,0,11893.594,66.323,26200.643,890.243,0.254,64.715,0.03,27155.885,186630.656
1987-01-01,126630.512,17788.153,39974.825,0,11926.743,64.23,25703.928,894.259,0.062,58.189,0.075,26656.513,196384.463
1987-02-01,109647.934,15119.732,36598.257,0,10501.85,57.114,21472.457,829.269,0.532,53.476,0.004,22355.738,171924.887
1987-03-01,111920.394,18349.449,37290.006,0,10007.168,58.599,23528.449,909.237,0.902,65.749,-0.009,24504.328,177625.616
1987-04-01,105474.356,19601.569,33517.74,0,7911.58,45.401,22322.015,856.992,1.278,61.34,0.146,23241.771,166550.646
1987-05-01,115155.284,23238.723,34320.408,0,8145.79,46.379,24534.684,900.486,1.251,63.545,0.328,25500.294,180906.584
1987-06-01,129350.599,27090.362,36560.089,0,10654.604,78.229,21181.422,924.767,1.665,65.213,0.965,22174.032,203733.883
1987-07-01,143502.911,30511.554,40055.583,0,12547.339,79.441,20476.008,956.08,1.785,64.291,1.226,21499.39,226696.828
1987-08-01,143194.312,32261.639,41352.353,0,11288.95,82.344,18682.389,952.397,1.19,64.953,0.232,19701.161,228179.598
1987-09-01,120777.103,25677.538,39665.826,0,7696.435,70.933,18392.849,888.492,0.774,51.074,0.226,19333.415,193887.835
1987-10-01,117742.848,22985.178,36491.544,0,6819.448,58.104,18160.564,899.778,0.576,56.823,0.062,19117.803,184097.122
1987-11-01,114171.65,21005.294,37437.67,0,9803.399,65.425,17078.681,869.989,0.322,46.893,0.063,17995.948,182483.438
1987-12-01,126213.387,18991.611,42006.081,0,11189.264,76.889,21322.647,893.714,0.159,42.394,0.224,22259.138,198477.232
1988-01-01,137845.293,16237.245,44658.45,0,16090.408,91.493,22324.412,901.993,0.458,38.041,0.642,23265.546,214922.889
1988-02-01,126267.376,16530.273,42246.023,0,11889.894,82.293,19351.882,776.173,0.767,38.403,-0.001,20167.224,197015.859
1988-03-01,120033.644,19743.729,43912.016,0,9768.817,89.832,19794.568,904.768,1.288,44.923,0.03,20745.577,193548.038
1988-04-01,109135.472,19241.49,40066.609,0,7493.961,68.986,19400.713,818.823,0.478,70.548,0.031,20290.593,176006.518
1988-05-01,115195.008,23154.533,40650.384,0,7210.616,38.89,21571.177,804.966,1.263,76.751,0.016,22454.173,186249.431
1988-06-01,132267.995,26808.398,44079.082,0,9754.321,80.642,19151.775,853.815,1.358,68.454,0.013,20075.415,212990.438
1988-07-01,144301.353,31284.129,49828.437,0,14059.314,82.193,17185.157,928.768,1.115,71.663,-0.004,18186.699,239555.426
1988-08-01,152376.525,32701.666,49035.279,0,16068.103,96.023,16683.235,886.209,1.131,80.401,0.022,17650.998,250277.596
1988-09-01,124409.811,22213.483,46270.481,0,10013.751,78.313,16483.325,849.671,0.971,72.431,0.005,17406.403,202985.839
1988-10-01,121339.387,17315.929,42591.127,0,13235.78,75.019,15318.091,865.865,0.137,72.517,0.033,16256.643,194557.242
1988-11-01,121053.811,14542.603,39583.296,0,14962.382,75.64,18687.708,859.595,0.068,49.857,0.031,19597.259,190217.732
1988-12-01,136427.1,13027.227,44051.863,0,18352.213,76.661,20148.761,849.434,0.059,54.267,0.053,21052.574,211935.064
1989-01-01,137733.369,19959.529,46327.876,667.767,15917.492,2408.295,21476.179,1279.108,6.957,518.574,145.754,23426.572,223014.328
1989-02-01,129611.076,22890.981,38724.747,603.144,18425.42,2240.783,19105.654,1154.869,7.414,501.402,223.489,20992.828,212496.151
1989-03-01,129192.832,27059.643,39636.347,667.767,17303.41,2552.216,23232.175,1362.218,19.086,339.446,255.996,25208.921,216412.215
1989-04-01,117867.309,29734.214,33494.851,646.226,12002.597,2186.853,24705.486,1181.97,23.655,472.531,238.112,26621.754,195932.05
1989-05-01,121495.442,31057.604,38338.755,667.767,10318.485,1600.914,28780.645,1252.563,15.56,767.508,204.252,31020.528,203478.967
1989-06-01,131163.721,32068.562,42976.005,646.226,13070.959,1925.734,26557.338,1236.567,21.626,781.221,156.368,28753.12,221851.207
1989-07-01,141189.218,38732.714,52331.024,667.767,12541.597,2043.404,23262.831,1254.023,35.589,932.217,142.075,25626.735,247505.724
1989-08-01,144610.455,38044.377,54947.688,667.767,11402.341,2485.638,20713.722,1210.107,26.226,882.827,103.095,22935.977,252158.266
1989-09-01,129399.231,33052.998,44836.739,646.226,10456.294,2244.888,19412.822,1126.904,31.453,991.302,280.158,21842.639,220636.376
1989-10-01,124912.222,32216.794,43557.735,667.767,8578.188,2390.325,20599.32,1185.474,28.156,1032.148,175.613,23020.711,212323.031
1989-11-01,126816.531,24706.458,43399.433,646.226,11775.629,2540.017,21738.616,1130.863,24.616,1033.804,122.834,24050.733,209884.294
1989-12-01,149787.733,23104.993,50783.516,667.767,22566.107,2617.599,22392.148,1218.775,10.263,909.905,64.296,24595.387,249527.715
1990-01-01,135489.955,21087.708,55119.378,881.829,12444.435,2896.531,24348.865,1362.239,14.995,1085.22,301.281,27112.6,227919.836
1990-02-01,118755.094,19175.576,49962.644,796.491,10142.519,2927.803,25240.792,1245.569,17.994,1003.494,231.216,27739.065,201760.127
1990-03-01,125908.652,25754.671,46087.114,881.829,10993.355,3055.942,28968.78,1369.912,25.492,1157.644,245.229,31767.057,212681.563
1990-04-01,120002.708,27408.563,38516.014,853.383,10959.571,2880.474,26550.221,1080.717,27.741,1081.022,420.392,29160.093,200620.713
1990-05-01,122507.305,32057.582,42945.119,881.829,10203.457,2207.304,28063.584,1276.053,46.636,1086.444,350.327,30823.044,210802.596
1990-06-01,135553.242,38532.903,46332.308,853.383,14425.485,1450.112,28852.262,1327.528,37.938,1139.058,406.379,31763.165,237147.433
1990-07-01,147354.522,41904.647,53644.726,881.829,13858.941,2461.534,24762.636,1337.508,46.636,1075.643,119.111,27341.534,260106.199
1990-08-01,150453.899,44052.218,55758.133,881.829,11765.456,3104.637,22145.195,1319.564,48.885,1132.033,70.065,24715.742,266016.172
1990-09-01,138427.765,38569.286,48484.924,853.383,8625.201,3034.345,18001.763,1240.928,31.34,1150.809,91.085,20515.925,237994.904
1990-10-01,133108.84,34134.22,43395.118,881.829,7779.071,2818.893,19535.947,1300.851,33.74,1175.196,203.189,22248.923,222117.971
1990-11-01,126815.6,25708.962,45034.367,853.383,6723.359,2555.912,21061.747,1246.553,16.345,1088.543,231.216,23644.404,207691.583
1990-12-01,139633.895,24378.818,51581.833,881.829,8539.352,3128.402,25334.053,1326.848,19.344,1085.273,119.111,27884.629,228144.129
1991-01-01,145371.753,25106.65,54368.993,962.749,9907.372,3809.142,26885.051,1390.526,19.928,1305.835,62.125,29663.465,239526.659
1991-02-01,120934.682,21248.137,47862.642,869.58,9334.698,2355.738,23047.568,1212.415,21.482,1169.395,289.918,25740.778,202605.477
1991-03-01,121444.782,27347.645,49121.188,962.749,9437.79,2241.628,27076.094,1384.412,6.077,1348.748,207.084,30022.415,210555.782
1991-04-01,115472.088,29763.601,41631.054,931.693,8577.748,1661.777,26926.753,1242.549,6.501,1364.804,238.147,29778.754,198037.961
1991-05-01,127048.806,33407.037,46754.597,962.749,11812.557,1975.049,29688.19,1270.784,62.751,1440.975,362.397,32825.097,221960.795
1991-06-01,135312.435,34468.176,54208.487,931.693,11988.419,2207.644,26920.98,1355.265,67.133,1353.134,155.313,29851.825,239116.854
