,date,total_co2_emissions,co2_units,total_renewable_consum,renewable_consum_units,total_energy_consum,energy_cons_units,total_renewable_prod,renewable_prod_units,total_energy_prod,energy_prod_units
551,2018-12-01,472.739,Million Metric Tons of Carbon Dioxide,931.8,Trillion Btu,9.02835,Quadrillion Btu,952.363,Trillion Btu,8.478537,Quadrillion Btu
552,2019-01-01,499.589,Million Metric Tons of Carbon Dioxide,928.926,Trillion Btu,9.54814,Quadrillion Btu,952.997,Trillion Btu,8.531678,Quadrillion Btu
553,2019-02-01,432.652,Million Metric Tons of Carbon Dioxide,869.917,Trillion Btu,8.39209,Quadrillion Btu,883.234,Trillion Btu,7.687937,Quadrillion Btu
554,2019-03-01,448.421,Million Metric Tons of Carbon Dioxide,989.278,Trillion Btu,8.70832,Quadrillion Btu,1000.169,Trillion Btu,8.34368,Quadrillion Btu
555,2019-04-01,383.101,Million Metric Tons of Carbon Dioxide,1024.289,Trillion Btu,7.676715,Quadrillion Btu,1040.108,Trillion Btu,8.326834,Quadrillion Btu
556,2019-05-01,398.972,Million Metric Tons of Carbon Dioxide,1065.875,Trillion Btu,7.952943,Quadrillion Btu,1074.173,Trillion Btu,8.652165,Quadrillion Btu
557,2019-06-01,401.852,Million Metric Tons of Carbon Dioxide,998.086,Trillion Btu,7.918651,Quadrillion Btu,1010.25,Trillion Btu,8.335429,Quadrillion Btu
558,2019-07-01,442.427,Million Metric Tons of Carbon Dioxide,985.581,Trillion Btu,8.563588,Quadrillion Btu,998.634,Trillion Btu,8.537893,Quadrillion Btu
559,2019-08-01,443.756,Million Metric Tons of Carbon Dioxide,939.71,Trillion Btu,8.566683,Quadrillion Btu,952.886,Trillion Btu,8.765957,Quadrillion Btu
560,2019-09-01,403.69,Million Metric Tons of Carbon Dioxide,901.455,Trillion Btu,7.867671,Quadrillion Btu,912.797,Trillion Btu,8.425401,Quadrillion Btu
561,2019-10-01,404.47,Million Metric Tons of Carbon Dioxide,933.519,Trillion Btu,7.942557,Quadrillion Btu,941.872,Trillion Btu,8.65213,Quadrillion Btu
562,2019-11-01,432.71,Million Metric Tons of Carbon Dioxide,900.533,Trillion Btu,8.396412,Quadrillion Btu,912.369,Trillion Btu,8.46808,Quadrillion Btu
563,2019-12-01,455.258,Million Metric Tons of Carbon Dioxide,935.555,Trillion Btu,8.948567,Quadrillion Btu,952.227,Trillion Btu,8.76354,Quadrillion Btu
564,2020-01-01,450.192,Million Metric Tons of Carbon Dioxide,959.653,Trillion Btu,8.975322,Quadrillion Btu,981.767,Trillion Btu,8.780509,Quadrillion Btu
565,2020-02-01,418.213,Million Metric Tons of Carbon Dioxide,967.907,Trillion Btu,8.368369,Quadrillion Btu,985.684,Trillion Btu,8.131933,Quadrillion Btu
566,2020-03-01,387.613,Million Metric Tons of Carbon Dioxide,964.364,Trillion Btu,7.88535,Quadrillion Btu,995.626,Trillion Btu,8.49423,Quadrillion Btu
567,2020-04-01,305.204,Million Metric Tons of Carbon Dioxide,915.744,Trillion Btu,6.516773,Quadrillion Btu,923.394,Trillion Btu,7.783706,Quadrillion Btu
568,2020-05-01,317.467,Million Metric Tons of Carbon Dioxide,1022.765,Trillion Btu,6.830094,Quadrillion Btu,1021.913,Trillion Btu,7.488623,Quadrillion Btu
569,2020-06-01,347.744,Million Metric Tons of Carbon Dioxide,1038.392,Trillion Btu,7.276759,Quadrillion Btu,1039.277,Trillion Btu,7.631262,Quadrillion Btu
570,2020-07-01,403.757,Million Metric Tons of Carbon Dioxide,986.168,Trillion Btu,8.068227,Quadrillion Btu,995.43,Trillion Btu,8.022561,Quadrillion Btu
571,2020-08-01,405.826,Million Metric Tons of Carbon Dioxide,943.762,Trillion Btu,8.014567,Quadrillion Btu,955.298,Trillion Btu,7.977449,Quadrillion Btu
572,2020-09-01,363.857,Million Metric Tons of Carbon Dioxide,874.391,Trillion Btu,7.301468,Quadrillion Btu,884.898,Trillion Btu,7.70982,Quadrillion Btu
573,2020-10-01,371.087,Million Metric Tons of Carbon Dioxide,918.917,Trillion Btu,7.477573,Quadrillion Btu,938.857,Trillion Btu,7.763557,Quadrillion Btu
574,2020-11-01,372.578,Million Metric Tons of Carbon Dioxide,962.745,Trillion Btu,7.583259,Quadrillion Btu,981.015,Trillion Btu,7.860431,Quadrillion Btu
575,2020-12-01,436.315,Million Metric Tons of Carbon Dioxide,968.544,Trillion Btu,8.714428,Quadrillion Btu,984.879,Trillion Btu,8.108683,Quadrillion Btu
576,2021-01-01,450.144,Million Metric Tons of Carbon Dioxide,977.283,Trillion Btu,8.962582,Quadrillion Btu,1007.622,Trillion Btu,8.265388,Quadrillion Btu
577,2021-02-01,420.817,Million Metric Tons of Carbon Dioxide,877.365,Trillion Btu,8.164671,Quadrillion Btu,883.73,Trillion Btu,6.872899,Quadrillion Btu
578,2021-03-01,401.269,Million Metric Tons of Carbon Dioxide,1086.705,Trillion Btu,8.134114,Quadrillion Btu,1098.236,Trillion Btu,8.369889,Quadrillion Btu
579,2021-04-01,368.591,Million Metric Tons of Carbon Dioxide,1032.916,Trillion Btu,7.511126,Quadrillion Btu,1042.578,Trillion Btu,8.009105,Quadrillion Btu
580,2021-05-01,377.284,Million Metric Tons of Carbon Dioxide,1093.312,Trillion Btu,7.723095,Quadrillion Btu,1101.025,Trillion Btu,8.391275,Quadrillion Btu
581,2021-06-01,404.598,Million Metric Tons of Carbon Dioxide,1025.652,Trillion Btu,8.04777,Quadrillion Btu,1037.713,Trillion Btu,8.170419,Quadrillion Btu
582,2021-07-01,431.407,Million Metric Tons of Carbon Dioxide,980.824,Trillion Btu,8.408373,Quadrillion Btu,993.482,Trillion Btu,8.35283,Quadrillion Btu
583,2021-08-01,437.573,Million Metric Tons of Carbon Dioxide,1003.764,Trillion Btu,8.522359,Quadrillion Btu,1010.054,Trillion Btu,8.418215,Quadrillion Btu
584,2021-09-01,389.73,Million Metric Tons of Carbon Dioxide,961.973,Trillion Btu,7.731151,Quadrillion Btu,972.202,Trillion Btu,8.068233,Quadrillion Btu
585,2021-10-01,389.111,Million Metric Tons of Carbon Dioxide,1002.461,Trillion Btu,7.768432,Quadrillion Btu,1011.388,Trillion Btu,8.377685,Quadrillion Btu
586,2021-11-01,404.364,Million Metric Tons of Carbon Dioxide,1023.147,Trillion Btu,8.16091,Quadrillion Btu,1043.514,Trillion Btu,8.35328,Quadrillion Btu
587,2021-12-01,429.521,Million Metric Tons of Carbon Dioxide,1106.222,Trillion Btu,8.772377,Quadrillion Btu,1133.127,Trillion Btu,8.688033,Quadrillion Btu
588,2022-01-01,479.942,Million Metric Tons of Carbon Dioxide,1093.191,Trillion Btu,9.534035,Quadrillion Btu,1129.393,Trillion Btu,8.540763,Quadrillion Btu
589,2022-02-01,422.986,Million Metric Tons of Carbon Dioxide,1047.077,Trillion Btu,8.468978,Quadrillion Btu,1072.11,Trillion Btu,7.775181,Quadrillion Btu
590,2022-03-01,419.288,Million Metric Tons of Carbon Dioxide,1191.421,Trillion Btu,8.553988,Quadrillion Btu,1211.101,Trillion Btu,8.691271,Quadrillion Btu
591,2022-04-01,376.096,Million Metric Tons of Carbon Dioxide,1165.428,Trillion Btu,7.76329,Quadrillion Btu,1177.093,Trillion Btu,8.318758,Quadrillion Btu
592,2022-05-01,383.041,Million Metric Tons of Carbon Dioxide,1202.818,Trillion Btu,7.948937,Quadrillion Btu,1222.225,Trillion Btu,8.737765,Quadrillion Btu
593,2022-06-01,398.85,Million Metric Tons of Carbon Dioxide,1166.464,Trillion Btu,8.167087,Quadrillion Btu,1182.656,Trillion Btu,8.574471,Quadrillion Btu
594,2022-07-01,428.532,Million Metric Tons of Carbon Dioxide,1122.081,Trillion Btu,8.608685,Quadrillion Btu,1143.321,Trillion Btu,8.794476,Quadrillion Btu
595,2022-08-01,430.354,Million Metric Tons of Carbon Dioxide,1046.663,Trillion Btu,8.543537,Quadrillion Btu,1054.886,Trillion Btu,8.812102,Quadrillion Btu
